rowid,TIC ID,TESS Disposition,TFOPWG Disposition,Planet SNR,Sectors,Comments
830,237808867,PC,FP,29.0,6,2 stars in the same pixel; check 237808865; more likely to be an EB or BEB
831,92013169,PC,,10.0,6,might be synchronized; 2 stars in the same pixel; SG1 need to check 92013174
832,123846039,PC,,22.0,6,
833,167031605,PC,FP,15.0,6,Large planet on top of variability
834,25334160,PC,FP,9.0,6,Large planet;  might be noise or a blended signal
835,120269103,PC,,19.0,6,The detected ephemeris is junk; but there might be a single event at 1488
836,437984134,PC,FP,32.0,6,Period is probably 3 times longer (~ 15 or 17 days); do reanalysis with longer period; Only two events visible; the latest is partial and might not be real
837,438295981,PC,FP,17.0,6,A clear centroid shift; signal comes from a blended star. Check neighbors
838,284288080,PC,FP,27.0,"6,7,8,9",blended with something faint; and the matches 284288094 or 284288093 is an EB but with the period 7.3 days
839,333607525,PC,FP,53.0,6,Two stars within the same pixel (333607506); from the dv-reports it seems that TICs 333607515 + 333607481 + 333607471 were probably contaminated by the signal.
840,33690636,PC,FP,10.0,6,Centroid page weirdness; check all neighbors
841,66561343,PC,,15.0,6,2x period (real period is 10.626)
842,123958679,PC,,9.0,6,
843,42755801,PC,,40.0,6,V shaped
844,250484865,PC,,10.0,6,crowded field; might be variability
845,102283403,PC,,9.0,6,marginal signal
846,229384040,PC,,10.0,6,
847,124543547,PC,FP,15.0,6,single-transit
848,177162886,PC,,33.229832,12,Large; only two transits
849,210873792,PC,,7.2821229999999995,12,High priority (2.34 Re)
850,214361331,PC,,19.043474,12,Low priority; possible EB
851,216935214,PC,,14.104134,12,Only two transits
852,238197638,PC,,14.982664000000002,12,Only two events
853,261257684,PC,,9.734655,12,High priority; small (2.62 Re); potential secondary or second planet between the two marked transits
854,261867566,PC,,100.661186,12,Large planet
855,298372701,PC,,21.828514000000002,12,Low priority
856,305424003,PC,,19.059502,12,Large planet candidate; low priority
857,350153977,PC,,9.358023,12,High-priority; small (3.17 Re)
858,364107753,PC,FP,14.474022,12,High priority (2.7 Rp); bright; nearby star
859,369327947,PC,,9.576646,12,Potentially very small planet (0.93 Re); weak signal; parallax is not measured so could be an evolved star
860,389070884,PC,FP,92.753113,12,Low priority; possible beb; crowded field
861,406941612,PC,,14.305264000000001,12,Potentially small planet (2.22 Re)
862,407126408,PC,,11.000667,12,High priority; small (2.56 Re); potential multiplanet system; will see again
863,153027658,PC,FP,26.0,4,v-shaped; likely offset to W
864,259389219,PC,,33.0,"3,4,5",
865,348844154,PC,FP,53.0,4,slightly off target; hint of an odd-even difference.
866,207237016,PC,,23.0,"2,3,4",2xP
867,294869729,PC,,24.0,"1,2,3,4,5,6,7,8,9,10,11,12,13",may be real HJ around giant star.
868,150167117,PC,FP,195.0,"1,2,3,4,5,6,7,8,9,11,12,13",
869,271722899,PC,FP,29.0,4,period is double; star is likely a giant; TFOP FP
870,278775625,PC,,14.0,"1,2,3,4,5,6,8,9,10,11,12,13",
871,278199349,PC,FP,42.0,4,giant; TFOP EB
872,301051430,PC,,11.0,"3,4",
873,382068562,PC,,272.0,"1,2,3,4,5,6,7,8,9,10,11,12,13",
874,300599466,PC,FP,32.0,"1,2,3,4,5,6,7,8,9,11,12,13",
875,176796997,PC,,16.0,4,
876,261258875,PC,,19.0,"1,4,7,8,11,12,13",minor centroid offset
877,300557619,PC,FP,75.0,"1,4",
878,175532955,PC,,11.0,"3,4",
879,100921768,PC,,9.0,"3,4",may be on 100921770
880,206474443,PC,,51.0,"3,4",
881,260417932,PC,,25.0,"1,2,4,5,6,7,8,9,11,12",potentially long-period planet
882,260130483,PC,,36.0,"3,4,5,6,7,8,9,10,11,12,13",Period is twice as long (89 days) and planet is ~2x smaller
883,220475245,PC,,42.033478,12,
884,260476837,PC,,30.391724,12,Low priority
885,278198753,PC,,12.379949,12,Low priority
886,425163745,PC,FP,121.0,5,V shaped; likely EB.
887,332660150,PC,,14.0,5,Co-moving M dwarf 7.7
888,67772767,PC,,65.0,5,Check 67772765 but otherwise a good giant planet candidate
889,248434716,PC,FP,15.0,5,Crowded field. Closest is dmag~2.3 with ~2.5
890,408137826,PC,,19.0,5,Check star 17
891,146520535,PC,,11.0,5,Probable young K dwarf. Transit is believable enough. Maybe also a signal at 10.15 days with Tc=1447?
892,399871011,PC,,62.0,5,Warm Jupiter candidate
893,434234955,PC,,22.0,5,Hint of secondary may be driven by momentum dumps in second orbit.
894,167714792,PC,,17.0,"5,6",Possible EB
895,219205407,PC,FP,294.0,"5,6,8",likely EB
896,262330063,PC,FP,43.0,5,needs follow-up to determine which star is source.
897,146438872,PC,FP,17.0,5,marginal
898,189013222,PC,FP,17.0,5,May also be on 189013224 in same pixel; v-shaped
899,245947683,PC,FA,9.0,5,may be on 245947692
900,449050247,PC,FP,212.0,5,GAIA shows two stars on target
901,319312479,PC,,18.0,5,some odd-even
902,449050248,PC,FP,209.0,5,large but QLP does inflate Rp by ~10%
903,44792534,PC,,93.0,"4,5",evolved star; possible spot crossing
904,146467675,PC,,23.0,5,possibly an EB. May be on 146467673.
905,146434840,PC,FP,23.0,5,possibly an EB
906,249067445,PC,,19.0,5,Rstar = 1.96 Rsun in TIC. Rp = 4 Re.
907,92880568,PC,,85.0,"5,6",V shaped.
908,279999655,PC,FP,145.0,7,
909,5109298,PC,,16.0,7,
910,265077027,PC,FP,84.0,7,
911,141776043,PC,FP,66.0,7,V shaped and maybe odd even difference
912,25799609,PC,,45.0,7,two stars on same TESS pixel
913,179155220,PC,FP,129.0,7,short period and V-shaped
914,179159972,PC,FP,21.0,7,check TIC 179159990
915,178367144,PC,KP,173.0,7,could be on TIC 178367145
916,445586472,PC,,25.0,"7,8,9,10",
917,453209605,PC,FP,20.0,7,no planet radius estimate because no stellar radius estimate but star is likely to be evolved so planet likely to be large.
918,280437559,PC,,24.0,7,
919,174599051,PC,,16.0,"7,8",v-shaped; star is evolved
920,177722855,PC,,16.0,7,shoulders on ingress and egress
921,125894957,PC,FP,24.0,7,BEB or diluted planet; almost exactly same aperture for 125894951; need SG1 to confirm
922,409459226,PC,FP,17.0,7,BEB or diluted planet; multiple stars in the aperture; blended; centroid shift; needs SG1 to confirm
923,333821572,PC,,32.0,7,PC; V-shaped planet; possible jupiter-size; exofop: teff 8102 K; R=2.1 Rsolar
924,133654092,PC,FP,16.0,7,Diluted Planet or BEB; matches with 133654087; neighbor has a 5000ppm deep eclipse; but no centroid shift or difference image offset; target's Gaia parallax 0.17 +/- 0.05 mas; no radius estimate but likely evolved; will not be reobserved; needs followup to confirm host
925,347098457,PC,,29.0,7,Could be on 347098484; target and neighbor likely evolved (according to Gaia); but no definite stellar radii
926,268371979,PC,FP,10.0,7,TFOP EB; Gaia suggests the star is evolved based on parallax and Teff
927,73038411,PC,,34.0,7,BEB or diluted planet; could be on 73038410 (deep eclipse on that neighbour)
928,5772442,PC,FP,20.0,7,Saturn-sized; Slight centroid shift; potentially blended (BEB or diluted planet); need SG1 to check
929,93594834,PC,,15.0,7,Low priority; questionable transit shape; might be stellar variability / noise
930,127476180,PC,,14.0,7,Low priority as it might be stellar variability; might be hard to follow-up for SG1 and SG2
931,177126182,PC,,19.0,7,Potentially Jupiter-sized planet around 2.31 Rsun star (stellar radius from Exo-FOP); centroid shift in X direction; potential blend (BEB or diluted planet); needs SG1 follow-up
932,148659924,PC,FP,25.0,7,Jupiter sized planet around large star (2.35 Rsun from Exo-FOP); period could be wrong; potentially 2x period
933,33091633,PC,FP,103.0,7,planet radius mass and Teff are inconsistent.
934,425220920,PC,FP,43.0,7,period might be twice
935,320536216,PC,FP,71.0,7,V shaped
936,52548453,PC,FP,105.0,7,
937,113553629,PC,FP,10.0,7,marginal signal; crowded field
938,207277638,PC,FP,9.0,7,variability; marginal signal; there might be other transit events
939,88684250,PC,,61.0,7,ephemerides match to M dwarf 88684237 where Rp=7.9
940,7561203,PC,,17.0,7,may also be on 7561200
941,108835813,PC,FP,11.0,7,3 stars in central pixel
942,259353953,PC,,15.0,7,
943,93963408,PC,,14.0,7,low priority; no radius
944,317951248,PC,FP,22.0,7,TFOP NEB; impact param >1 with not a great fit to transit shape
945,142918609,PC,FP,20.0,7,
946,341729521,PC,FP,91.0,"4,7,8,9,10",check 341729509
947,54390047,PC,,9.0,7,marginal
948,341186896,PC,,93.0,"7,8,9,10",
949,50365310,PC,,20.0,7,
950,88863718,PC,,25.0,7,V-shaped
951,124709665,PC,,50.0,7,needs SG1; ExoFOP rad = 2.1 Rsun
952,106997505,PC,FP,14.0,7,No Gaia DR2 radius but might be evolved so transiting object might be too big;
953,238597883,PC,,17.0,"7,9",
954,169904935,PC,FP,73.0,7,
955,156115721,PC,,36.0,"7,8",Two stars within a TESS pixel
956,65212867,PC,,75.0,7,
957,440801822,PC,FP,12.0,7,
958,107782586,PC,,17.0,7,
959,139853601,PC,,36.0,7,
960,114018671,PC,,9.0,7,
961,427508467,PC,,101.0,7,
962,97700520,PC,,67.0,7,hot star; transiting object might be too big; Gaia DR2 delta r mag for 97700562 = 8 mag
963,96246348,PC,,22.0,"6,7",Might be diluted; SG1 to check
964,155044736,PC,,13.0,"7,8",
965,175310067,PC,,38.0,"7,8",
966,182943944,PC,FP,56.0,8,possibly off target to N
967,291555748,PC,,92.0,"7,8,9",
968,341420329,PC,,315.0,"7,8,9",large
969,140706664,PC,FP,32.0,8,slightly V shaped; possibly off target to N
970,143994283,PC,FP,14.0,8,
971,47384844,PC,,9.0,9,low SNR; could be instrument noise
972,238374636,PC,FP,192.0,9,
973,141482386,PC,,11.0,"1,2,4,5,6,7,8,9,10,11,12",V-shaped
974,297967252,PC,,108.0,"9,10",probably an EB
975,388624270,PC,,84.0,"8,9",single planet transit event; or 1 primary event followed up by a couple of secondaries.
976,20318757,PC,,14.0,9,
977,447283466,PC,FP,27.0,"9,10",crowded; need SG1 to check neighbors
978,374908020,PC,FP,285.0,"2,9",GAIA DR2: Teff = 6109 K; R = 1.091 R_solar; the planet is probably jupiter size
979,464296022,PC,FP,57.0,"9,10",Looks like a ~12 day transit candidate blended with a ~1.5 day EB/variability; need SG1 to check neighbors
980,304021498,PC,,30.0,"9,10,11",2 stars with one pixel separation (304021495)
981,146589986,PC,,,"9,10",need SG1 to check 146589990; still a planet if it's on *990
982,149601557,PC,,30.0,"1,2,3,4,5,6,7,8,9,10,11,12,13",the first two transit got de-trended badly; don't trust odd/even. The transit appears consistently
983,400595342,PC,,10.0,"8,9",need SG1 to check 400595381; likely BEB
984,361413119,PC,,57.0,"9,10",heartbeat signal is a blend; otherwise it's fine.
985,146172354,PC,,42.0,9,need SG1 to check the other two stars in the same pixel
986,363260203,PC,,15.0,"9,11",probably V?
987,90544017,PC,FP,15.0,9,crowded
988,461867584,PC,,85.0,"9,10",Transit object might be too big bc star is hot but there is no estimate of the stellar radius
989,310483807,PC,FP,6.0,"8,9,10",crowded; hot star
990,385624852,PC,FP,137.0,"9,10",period could be double
991,360286627,PC,,24.0,10,check neighbors; likely EB or BEB (V-shaped and very short period)
992,90448944,PC,,16.0,"8,9",
993,463402815,PC,,53.0,"9,10",CCDM J10152-5846AB so object might be part of a known visual binary
994,54044474,PC,FP,111.0,9,
995,309787037,PC,,33.0,"8,9,10",There is a fainter star half a TESS pixel away
996,370745311,PC,FP,41.0,"9,10,11",Check 2 minute data for odd even
997,384549882,PC,FP,70.0,"8,9,10",probably EB
998,16288184,KP,KP,26.553631,12,K2-237 b
999,66818296,KP,KP,134.842575,12,WASP-17 b
1000,259863352,PC,,8.58716,13,Potential level one target around bright star
1001,317060587,PC,,10.624502,"1,13",Low priority; similar epoch and period from sector 1
1002,112395568,PC,FP,11.805602,13,Crowded field
1003,366989877,PC,,14.495575,13,Potential level one candidate; check neighbor 366989874
1004,320004517,PC,,23.528374,13,Potential level one candidate; two transits may have some odd-even
1005,421894914,PC,,9.977513,"1,13",Potential level one candidate; small centroid offset
1006,323132914,PC,,16.044422,"10,11,12,13",Possible scattered light; small potentially level one candidate
1007,31553893,PC,,7.703946000000001,13,Gaia sets the stellar radius to be larger than 3.191
1008,380783252,PC,,118.415375,13,
1009,101230735,PC,,8.006097,13,Potential level one candidate
1010,253990973,PC,FP,8.619074000000001,13,Likely stellar variability but it is a potential level one candidate
1011,299799658,PC,,10.382981,"1,13",Potential level one candidate
1012,406976746,PC,,13.718448,"12,13",Potential level one candidate
1013,79748331,PC,,9.312669,13,Huge centroid offset; likely background EB
1014,79748331,PC,,8.855366,13,Potential level one candidate
1015,7088246,KP,KP,17.524658,13,HATS-23b
1016,201604954,KP,KP,14.814943,13,HATS-29b
1017,201642601,PC,KP,27.650591,13,HATS-28b
1018,6663331,KP,KP,25.185488,13,HATS-28b
1019,31858843,KP,KP,118.22116899999999,13,WASP-123b
1020,31858844,KP,FP,108.842781,13,triggered by nearby event on 31858843 (WASP-123b)
1021,120247528,PC,KP,40.43895,13,Possible secondary and V-shaped
1022,140830390,PC,,28.664679,13,Possible secondary
1023,158297421,PC,CP,22.588066,13,
1024,327301957,PC,,10.275379,13,possible L1 candidate
1025,351601843,PC,,10.701903999999999,13,Possible stellar variability
1026,360742636,KP,KP,127.396851,13,HATS-33b
1027,369960846,PC,,28.291325,13,
1028,370133522,PC,,13.989969,13,Potential level one candidate
1029,379240073,PC,,10.679671,13,Could be blended
1030,161032923,PC,,8.048016,13,potential L1 candidate
1031,253728991,PC,,23.102131,13,
1032,261108236,PC,,8.406233,13,
1033,322270620,PC,,7.605977,13,Likely stellar variability
1034,380589029,KP,KP,52.870548,13,HATS-24b
1035,381979901,PC,FP,56.339386,13,Possible secondary
1036,468148930,PC,,19.579142,13,
1037,426077080,PC,FP,31.0,12,possibly 2x period
1038,343648136,PC,FA,8.0,"12,13",possible spot-crossing in transit
1039,129319156,PC,FP,16.0,12,only 1 full transit; could be a single transit with a different period
1040,361034196,PC,FP,100.0,12,Could be inflated hot Jupiter or Brown Dwarf at a short period
1041,193413306,PC,,24.0,"11,12",crowded field; marginal secondary
1042,387079085,PC,FP,132.0,"11,12",v-shaped; possible EB
1043,382331352,PC,FP,24.0,"11,12",period could be 2 or 4x
1044,136274063,PC,FP,9.0,12,
1045,375223080,PC,,50.0,"10,11,12",
1046,375225453,PC,,14.0,"10,11,12",
1047,360630575,PC,,12.0,"11,12",bright potential L1 candidate
1048,383390264,PC,,8.282021,13,uncertainties for period and transit depth likely much larger than reported due to variability
1049,290348383,PC,,13.513406,13,Could be on target star or neighbor
1050,318608749,PC,,13.0,"1,13",Could be some multiple of nominal period
1051,271581073,PC,,43.0,13,2 stars in pixel (271581074)
1052,311890977,PC,FP,26.0,13,Possible aperture-depth correlation
1053,351603103,PC,PC,27.0,13,Likely EB
1054,451599528,PC,,142.0,"12,13",Single transit
1055,274151135,PC,,16.0,"12,13",Level one candidate
1056,384513078,PC,,9.0,"12,13",
1057,394561119,PC,,254.0,"11,12,13",
1058,295599256,PC,FP,54.0,13,Large
1059,50309953,PC,FP,26.0,"1,13",
1060,446549905,PC,FP,60.0,13,
1061,412014494,PC,FP,66.0,13,
1062,369864738,PC,FP,15.0,"12,13",
1063,290348382,PC,FP,19.0,13,2 stars in the same pixel (290348383)
1064,409934330,PC,,68.03130300000001,13,Gaia Rstar=3.577; large candidate
1065,379286801,PC,FP,55.0,13,V-shaped and possibly EB
1066,304100538,PC,,8.200011,"1,13",period could be multiple
1067,295541511,PC,,10.0,13,Likely SV
1068,90919952,PC,FP,70.0,13,Likely EB
1069,261369656,PC,FP,30.0,13,
1070,143257766,PC,,70.0,13,Could be on neighbor TIC 143257774; has stellar companion TIC 143257770 with equal brightness and stellar mass
1071,24094603,PC,FP,12.0,13,possibly stellar variability
1072,304774444,PC,FP,16.0,13,Likely stellar variability
1073,469782185,PC,FP,210.0,13,Large candidate
1074,128790976,PC,FP,88.0,13,Odd/even and likely EB
1075,80166433,PC,,11.0,13,
1076,405862830,PC,FP,19.0,13,Possibly stellar variability
1077,269450900,PC,FP,88.0,13,Possible centroid shift
1078,425721385,PC,FP,10.0,13,
1079,91576611,PC,FP,20.0,13,centroid shift; slightly v-shaped transit
1080,254113311,PC,CP,78.0,13,Possible multi
1081,254113311,PC,CP,24.0,13,
1082,198213332,PC,,23.0,"14,15,16,17,18,19",Possible EB; short period; V-shaped; a/R_s = 1.3;
1083,267489265,PC,FP,15.0,14,TFOP FP
1084,69997672,PC,,9.0,14,
1085,122220263,PC,FP,129.0,14,Single transit
1086,154872375,PC,,85.16721,"14,19,20",5.5 sigma odd-even
1087,142276270,PC,,16.236145,"14,15",potential L1 in multi-planet system
1088,142276270,PC,,12.109399,14,multi
1089,142276270,PC,,8.812254,"14,15",possible multi
1090,142276270,PC,,9.563724,"14,15,21,22",Outer planet in multi
1091,89389197,PC,,11.0,14,Matched to 1963523488
1092,110428269,PC,FP,13.0,14,Possibly EB
1093,202563254,PC,,10.0,"14,15",
1094,320525204,PC,FP,55.0,"14,15,16,17,18",TFOP FP
1095,159510109,PC,FP,137.581726,"14,15",False positive; TOI released on secondary of an EB with primary transit visible in multisector data
1096,284450803,PC,FP,72.0,14,Likely EB; some synchronization; check 284450770
1097,160268701,PC,FP,40.0,14,
1098,28230919,KP,KP,114.42739099999999,"14,15",HAT-P-11 b
1099,350995812,PC,,17.0,14,Likely EB
1100,21755546,PC,FP,20.0,14,Could be on neighbor
1101,288391628,PC,FP,76.0,"14,18,19",Too large to be a planet for this period (46 RE from MCMC)
1102,349827430,KP,KP,126.293724,"14,20",KELT 24b
1103,117789567,PC,APC,11.0,14,
1104,16740101,KP,KP,223.89617900000002,"14,15",KELT-9b
1105,69679391,KP,KP,304.75152599999996,14,KELT 20b
1106,237184773,PC,FA,39.0,"14,26",TIC 2317184773 is a phantom TIC star; target is on either 1715469662 or 1715469667
1107,154840461,PC,FP,20.553225,14,TFOPWG FP
1108,459970307,PC,,15.0,"14,15,16,17,18,19",
1109,161450762,PC,FP,24.0,14,Gaia parameters suggest giant star
1110,117256577,PC,FP,37.0,14,
1111,147576037,PC,FP,25.0,14,Large; possible EB
1112,379931600,PC,FP,89.0,14,Could be on neighbor
1113,48188920,PC,FP,10.0,14,
1114,89510024,PC,,13.0,14,
1115,158324245,KP,KP,145.54425,"14,15",KOI-13 b
1116,13419950,PC,,37.0,"14,15",Matched to 1969293164
1117,375542276,PC,,33.0,14,
1118,16102323,PC,FP,41.0,14,Could be on neighbor
1119,458478250,KP,KP,650.8426,"14,15,16,17",KELT-23 A b
1120,138361973,PC,FP,12.0,14,
1121,232967666,PC,FP,12.0,19,Period is likely 2x7.6 days
1122,41330864,PC,FP,65.0,14,
1123,302518439,PC,PC,88.0,"14,26",V-shaped; very large (28.5Re); multiple stars in pixel; TIC 7 phantom star and either on 802647158 or 802647157
1124,294176967,PC,FP,28.0,14,
1125,101929303,PC,FP,17.0,14,Could be on neighbor
1126,1717732429,PC,FP,58.0,14,TFOP FP
1127,232967440,PC,,86.13958000000001,"14,15",Period must be ~ 7 days
1128,154089169,PC,,13.966841,"14,15",Possible odd-even difference; possible L1 candidate
1129,30329585,PC,,17.0,14,
1130,230088370,PC,,134.0,23,Follow-up in progress; TOI 1176
1131,169177766,PC,FP,13.0,14,Could be on neighbor
1132,359496368,PC,FP,12.0,"14,15,16,18",shallow V-shaped transit
1133,148914726,PC,FP,37.206897999999995,"14,15",
1134,158002130,PC,,14.07206,14,followup in progress
1135,229510866,PC,,289.0,"14,15,17,18,19",TOI 1181
1136,341544930,PC,FP,102.0,14,Likely EB; large candidate
1137,258777137,PC,FP,78.919197,"14,15,16,17",Possible EB; possible secondary; may also be on 1718201850; TFOP FP
1138,233087860,PC,,23.0,"14,15,16,17,18,19",L1 planet candidate;
1139,83210867,PC,FP,12.0,14,Could be on neighbor
1140,289539327,PC,FP,106.0,14,Large planet candidate
1141,372757221,PC,,14.0,"14,20,21,26",followup in progress; minor depth-aperture correlation
1142,15247229,PC,FP,47.0,14,Could be on neighbor
1143,112026224,PC,,9.0,14,
1144,287196418,PC,FP,29.0,"14,16,17",FP; ExoFOP: Based on TRES DT this is a blend
1145,237185205,PC,,36.0,"14,26",Likely EB; large for 15 d period
1146,158276040,PC,,25.0,14,low priority; likely single transit
1147,89643259,PC,FP,22.0,14,
1148,147950620,PC,,83.80994,"14,20",Possible EB
1149,24364065,PC,FP,10.0,14,
1150,69068526,PC,,28.0,14,
1151,92677094,PC,,18.0,14,
1152,203189770,KP,KP,164.0,"14,15",KELT 21b
1153,99869022,PC,,45.0,14,
1154,288185138,PC,FP,39.0,"14,19",EB; v-shaped; odd-even transit difference
1155,29960110,PC,,10.197658,4,
1156,327017634,PC,FP,7.8378440000000005,"11,12",Single transit
1157,23434737,PC,,18.457853,"9,10",
1158,467666275,PC,,8.569719000000001,"10,11",
1159,287776397,PC,,7.447404,"3,6,10,11,12,13",Likely stellar variability
1160,308034948,PC,FP,10.881971,"10,11",Possible background EB
1161,364393429,PC,,8.28791,"1,2,3,4,5,6,7,8,9,10,11,12,13",
1162,273985865,PC,,7.5369399999999995,"1,12,13",Likely stellar variability
1163,30037565,PC,,9.48323,"1,2,3,4,5,6,7,8,9,10,11,12,13",
1164,33878688,PC,FP,11.811237,"1,2,3,5,6,7,8,9,10,11,12,13",
1165,50312495,PC,,8.060967,"2,13",transits are close to momentum dumps
1166,389924075,PC,,7.122355000000001,"1,2,4,5,6,7,8,9,10,11,12",low SNR; close to momentum dumps
1167,399144800,PC,,26.603718,"10,11",Possible EB; V-shaped; crowded field
1168,451606970,PC,,8.245595,"12,13",Possible single transit; first of two transits occurs after momentum dump
1169,453260209,PC,,7.929949000000001,"10,11,12",Could be high proper motion star
1170,141527965,PC,,7.773142999999999,"1,2,3,4,5,7,8,9,10,11,12,13",
1171,248092710,PC,,8.903542999999999,"10,11",
1172,294781547,PC,,7.857995,"1,2,3,4,6,7,8,9,10,11,12,13",
1173,294981566,PC,,9.22622,"3,4,5,6,7,8,9,10,11,13",Very crowded; possibly BEB
1174,319259194,PC,,9.409241999999999,"5,8,9,11,12,13",Period could 2x or 4x; possibly stellar variability
1175,349095149,PC,,14.591931,"1,2,3,4,5,6,7,8,9,10,11,12,13",
1176,374997123,PC,,7.7302,"1,2,3,4,5,6,7,9,10,11,12,13",
1177,382437043,PC,,7.840053999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13",
1178,299798795,PC,,11.710550999999999,"1,13",could be larger multiple of period
1179,150428703,PC,,8.853575,"4,5,6,7,9,10,11,12,13",Possibly stellar variability
1180,177115354,PC,,7.925505,"5,6,7,8,10,13",Low SNR
1181,360156606,PC,,10.515995,"11,12",Likely a small star indicates a large candidate
1182,300038935,PC,,13.849812,"1,2,3,4,5,6,7,8,9,10,11,12,13",
1183,140760434,PC,FP,120.186073,"11,12,13",possible EB
1184,287156968,PC,,12.212117999999998,"11,12,13",
1185,447061717,PC,,40.9582,"9,10",crowded field; check near neighbors
1186,364395234,PC,,25.456079000000003,"9,10,11,13",
1187,260647166,PC,,15.330164000000002,"10,11",
1188,260647166,PC,,16.248205,"10,11",
1189,260647166,PC,,11.350176,"10,11",
1190,260647166,PC,,8.657716,"10,11",
1191,90504905,PC,,7.4423710000000005,14,Period may be at another multiple
1192,103633434,PC,CP,15.57955,"14,20,21",Potential level one candidate
1193,120757718,KP,KP,124.73732,14,TrES-1 b
1194,120960812,KP,KP,7.3918919999999995,14,Kepler-25 c
1195,153951307,PC,,13.436835999999998,"14,15",Check neighbors
1196,153951307,PC,,7.627851,"14,15",possible L1 candidate in multi system; SNR=7.4
1197,154716798,PC,,20.427364,14,Small planet candidate
1198,158170594,KP,KP,13.631075,26,Kepler-412 b
1199,159107668,PC,,12.060833,"14,15",KOI 5.01
1200,198212955,PC,,11.055100999999999,"14,15,16",Possible L1 candidate; very short period
1201,219698776,PC,,7.115997999999999,14,
1202,219850915,PC,,10.973369,"14,15,16",Potentially a level one candidate
1203,229781583,PC,,11.845963000000001,"14,15,16",Potential level one candidate
1204,230127302,PC,,10.73296,"14,15,16",potential L1 candidate; TOI 1246.01
1205,230127302,PC,,12.265493,"14,15,16","Small centroid offset; potential level one candidate for both candidates 1 (period=18.652), 2 (period=4.307), 3 (period=5.903)"
1206,230127302,PC,,8.391765,"14,15,16",Potential L1 in multi-planet system
1207,230127302,PC,,10.80607,"14,15,16,17,19,20,21,22,23",Multi; 4th candidate; close to 2:1 resonance with .01
1208,232540264,PC,,19.201159,"14,15,16",Check 232540265
1209,232612416,PC,,73.8108,"14,15,16,17,18,19",Low priority PC
1210,232976128,PC,,11.207877,"14,15",Level 1 candidate
1211,233059608,PC,FA,7.283213000000001,14,Nearby bright star
1212,233120979,PC,,142.90498,"14,15,16,18,19,20,21,22,23",10 sigma QLP odd-even. TFOP SG2 comment
1213,233211762,PC,,11.606931,"14,15,16,17,18",V-shaped; highly variable star; follow-up in progress
1214,233684822,PC,,21.0,23,TOI 1253 under investigation; 2 stars in pixel; small centroid offset in multi-sector data
1215,236714379,PC,,50.59328,"14,15,16,17,18",TOI 1254 under investigation; V-shaped; could be grazing; 2 stars in pixel; possible large-amplitude phase modulation
1216,237222864,PC,,20.220675,"14,15,16,17,19",Level 1 candidate; small centroid offset from difference images
1217,274762761,PC,FP,8.785042,"14,15",TFOP FP
1218,278348461,KP,KP,71.46504200000001,14,HAT-P-34
1219,288132261,PC,,19.0,"14,20",
1220,288735205,PC,,147.783188,"14,17,18",
1221,355867695,PC,,9.569376,14,Possibly two level one candidates but scattered light present in difference images
1222,355867695,PC,,9.606786999999999,14,Possible multi
1223,356311210,PC,,8.472816,14,Possible single transit in second marked signal
1224,365938305,PC,,7.569503999999999,14,possible single; second event looks spurious
1225,406672232,PC,,7.2610149999999996,14,"Shallow transit, possibly stellar variability"
1226,416195870,PC,,33.379566,"14,15,16,17",Check nearby star
1227,424865156,KP,KP,172.79747,"14,15",HAT-P-7 b; Kepler-2 b
1228,467179528,PC,,19.032663,"14,15",L1 candidate
1229,467179528,PC,,7.7220580000000005,"14,15",part of possible multi-planet system
1230,158561566,KP,KP,12.086262,26,Kepler-14 b
1231,142394656,PC,,35.229778,15,
1232,198241702,PC,,7.472332000000001,"14,15,16,17",Possible L1 candidate
1233,198241702,PC,,9.641857,"14,15,16,17,18,19",Level 1 candidate
1234,237200747,PC,FP,145.881805,15,FP by ExoFOP
1235,286923464,KP,KP,96.989143,"15,16",HD 118203 b
1236,417948359,PC,,23.331120000000002,"15,16",
1237,445859771,PC,,35.535137,15,
1238,459969957,PC,,58.354969,"14,15",
1239,13499636,PC,,7.183744,15,Possible single transit (first event).
1240,43064903,PC,FA,8.720191999999999,15,Potential L1 candidate; could be 3 x period.
1241,153949511,PC,FA,9.520958,15,Single transit
1242,153949511,PC,,9.927385000000001,"14,15",Likely single transit; first transit is on a momentum dump
1243,163539739,PC,,14.212948,15,v-shaped
1244,224297258,PC,,8.739854,15,
1245,230017324,PC,,22.074253,"14,15,16,17,18,19,20,21,23",could also be on TIC 230017325 (TOI 1363.01) which is a PC 6
1246,232971294,PC,,9.085175,"14,15",Likely sytematic
1247,236445129,KP,KP,80.377251,15,KELT 16b
1248,266593143,KP,KP,181.238998,15,HAT-P-17 b
1249,267561446,PC,FP,11.733728,"15,16",Potential L1 candidate; check 267561450
1250,274662200,PC,FP,11.960702000000001,"15,16",TFOP FP
1251,277507814,PC,FP,18.857397,"15,16,17","V-shaped, possible EB; significant odd-even"
1252,352764091,PC,,11.068584,15,Centroid offset; check neighbors; very crowded.
1253,365733349,PC,,27.911188,"15,16,17,18",
1254,408203470,PC,FP,8.015348,15,short period; possible stellar variability; possible centroid offset
1255,417676622,KP,KP,8.750069,"14,15",Kepler-68 b
1256,198186769,PC,,14.0,"14,15,16,17,18,19",TOI 1291 TFOP under investigation; minor flux depth aperture correlation
