# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 12 17:22:43 2020
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effecitve Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
1986.01,468997317,,09h36m05.7s,144.0237580,-51d44m40.73s,-51.7446480,-15.5540000,0.052,0.052,0,4.7900000,0.052,0.052,0,2458551.6067800,0.003950,0.003950,0,7.5028700,0.0013500,0.0013500,0,3.7720000,0.4500000,0.4500000,0,8150.0000000,932.7040000,932.7040000,0,,,,0,2716.4500000,,,,2011.0000000,,,,8.1350000,0.006,0.006,0,,,,0,8613.8000000,1359.0000000,1359.0000000,0,,,,0,,,,0,2020-06-17 20:08:07,2020-06-18 12:00:35
1987.01,349088467,FP,12h21m19.65s,185.3318550,-14d03m44.56s,-14.0623790,-28.0970000,0.140,0.140,0,-35.8880000,0.108,0.108,0,2458571.8793600,0.001220,0.001220,0,2.5867300,0.0002400,0.0002400,0,1.4360000,0.2400000,0.2400000,0,2050.0000000,4.3856200,4.3856200,0,11.7793000,0.8404360,0.8404360,0,294.5710000,,,,1154.0000000,,,,9.6241800,0.006,0.006,0,273.4910000,6.2270000,6.2270000,0,5635.4000000,95.4000000,95.4000000,0,3.7100000,0.4500000,0.4500000,0,2.3300000,0.1300000,0.1300000,0,2020-06-17 20:08:08,2020-06-27 12:00:29
1988.01,161156159,,12h40m31.8s,190.1324870,-48d44m27.25s,-48.7409030,4.3530000,0.055,0.055,0,0.2910000,0.053,0.053,0,2458571.9596500,0.003110,0.003110,0,2.2826500,0.0004400,0.0004400,0,3.9490000,0.3350000,0.3350000,0,1450.0000000,0.8323100,0.8323100,0,8.2297500,0.5021170,0.5021170,0,2177.0100000,,,,1902.0000000,,,,10.1854000,0.006,0.006,0,299.3780000,7.0665000,7.0665000,0,5368.0000000,124.8000000,124.8000000,0,,,,0,2.1500000,0.1200000,0.1200000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
1989.01,324395151,,11h47m27.92s,176.8663430,-64d52m58.71s,-64.8829750,-6.4700000,0.036,0.036,0,0.0780000,0.036,0.036,0,2458573.6582700,0.001040,0.001040,0,3.4552800,0.0002800,0.0002800,0,5.6020000,0.0810000,0.0810000,0,4980.0000000,0.3495630,0.3495630,0,,,,0,,,,,,,,,10.2581000,0.017,0.017,0,1541.1600000,53.2700000,53.2700000,0,8046.5000000,252.7000000,252.7000000,0,4.1200000,1.5000000,1.5000000,0,,,,0,2020-06-17 20:08:08,2020-06-18 12:00:35
199.01,309792357,,05h20m25.41s,80.1058730,-59d53m43.56s,-59.8954330,45.7020000,0.037,0.037,0,58.4550000,0.038,0.038,0,2458361.0249020,,,0,33.2681200,,,0,7.3050710,0.1466670,0.1466670,0,13000.0000000,,,0,9.5900000,,,0,14.3235380,,,,496.1720890,,,,10.0391000,0.006,0.006,0,102.2700000,0.1905000,0.1905000,0,5350.0000000,184.0000000,184.0000000,0,4.5234700,0.2756910,0.2756910,0,0.8719910,0.1069000,0.1069000,0,2018-10-22 18:35:33,2020-09-24 12:00:32
1990.01,457939414,,10h34m40.95s,158.6706330,-59d44m54.54s,-59.7484820,-15.9420000,0.046,0.046,0,7.6180000,0.045,0.045,0,2458573.3203900,0.003110,0.003110,0,3.7841400,0.0011100,0.0011100,0,4.4200000,0.2680000,0.2680000,0,4260.0000000,1816.3000000,1816.3000000,0,14.5471000,5.2227800,5.2227800,0,6270.2600000,,,,2479.0000000,,,,10.1574000,0.006,0.006,0,171.1270000,0.7250000,0.7250000,0,5579.5000000,213.4000000,213.4000000,0,4.2200000,2.0100000,2.0100000,0,1.1000000,0.0500000,0.0500000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
1991.01,82707763,,11h19m50.07s,169.9586380,-51d51m57.86s,-51.8660710,-45.1520000,0.042,0.042,0,-1.1570000,0.045,0.045,0,2458573.8864000,0.000890,0.000890,0,6.6564200,0.0004600,0.0004600,0,5.3520000,0.1440000,0.1440000,0,7270.0000000,0.4379530,0.4379530,0,14.9765000,0.6959920,0.6959920,0,542.1160000,,,,1344.0000000,,,,10.1405000,0.006,0.006,0,268.2540000,2.1125000,2.1125000,0,5805.6000000,289.6000000,289.6000000,0,4.1300000,0.3200000,0.3200000,0,1.7300000,0.0800000,0.0800000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
1992.01,147340931,,10h51m40.05s,162.9168800,-44d59m05.07s,-44.9847410,0.5550000,0.046,0.046,0,-7.8070000,0.049,0.049,0,2458546.8455400,0.000850,0.000850,0,4.3122400,0.0001300,0.0001300,0,2.7040000,0.2700000,0.2700000,0,4990.0000000,1.8468700,1.8468700,0,12.3576000,0.5828630,0.5828630,0,664.8730000,,,,1414.0000000,,,,10.5287000,0.006,0.006,0,375.9330000,4.5410000,4.5410000,0,,,,0,,,,0,1.7200000,0.0700000,0.0700000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
1993.01,453464017,,10h09m07.24s,152.2801500,-72d47m53.22s,-72.7981170,-31.0850000,0.154,0.154,0,25.2330000,0.164,0.164,0,2458572.2041100,0.000810,0.000810,0,3.9418100,0.0002400,0.0002400,0,2.6370000,0.0560000,0.0560000,0,10780.0000000,1271.1400000,1271.1400000,0,40.6058000,6.1027300,6.1027300,0,1938.1600000,,,,1848.0000000,,,,10.2480000,0.006,0.006,0,290.7800000,6.0225000,6.0225000,0,6190.4000000,202.4000000,202.4000000,0,4.1500000,1.6700000,1.6700000,0,1.4800000,0.0700000,0.0700000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
1994.01,445903569,,09h48m41.9s,147.1745750,-51d45m23.63s,-51.7565640,-13.5470000,0.058,0.058,0,-1.7410000,0.064,0.064,0,2458547.8071400,0.001220,0.001220,0,4.0339500,0.0001900,0.0001900,0,3.8780000,0.1680000,0.1680000,0,3320.0000000,0.7365340,0.7365340,0,13.0380000,0.4814310,0.4814310,0,2386.3800000,,,,1947.0000000,,,,10.2396000,0.006,0.006,0,515.6030000,9.0440000,9.0440000,0,7369.0000000,219.0000000,219.0000000,0,4.2700000,0.6500000,0.6500000,0,2.2200000,0.0700000,0.0700000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
1995.01,299023386,,09h33m51.93s,143.4663870,-53d33m41.91s,-53.5616430,-8.8110000,0.056,0.056,0,1.4880000,0.054,0.054,0,2458545.2038700,0.006070,0.006070,0,1.5529300,0.0003200,0.0003200,0,1.5960000,0.3690000,0.3690000,0,680.0000000,3.1086300,3.1086300,0,11.7438000,0.9427200,0.9427200,0,3247.0900000,,,,2103.0000000,,,,9.8153000,0.010,0.010,0,873.4010000,25.4465000,25.4465000,0,7804.8000000,128.2000000,128.2000000,0,3.7800000,0.6600000,0.6600000,0,4.4400000,0.1500000,0.1500000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
1996.01,275384718,,11h54m11.32s,178.5471760,-46d53m48.79s,-46.8968870,-27.6310000,0.049,0.049,0,10.5740000,0.035,0.035,0,2458576.4335000,0.001040,0.001040,0,7.7243300,0.0008300,0.0008300,0,8.0300000,0.1530000,0.1530000,0,7120.0000000,0.5517110,0.5517110,0,20.0285000,0.9611800,0.9611800,0,1173.5300000,,,,1630.0000000,,,,10.2372000,0.006,0.006,0,422.8840000,5.9355000,5.9355000,0,6249.4000000,386.5000000,386.5000000,0,4.1900000,1.8700000,1.8700000,0,2.3200000,0.1100000,0.1100000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
1997.01,142378043,,12h06m31.8s,181.6325050,-31d38m44.57s,-31.6457130,8.1290000,0.050,0.050,0,-8.4110000,0.023,0.023,0,2458573.0330400,0.003180,0.003180,0,1.8360800,0.0003900,0.0003900,0,1.1190000,0.2870000,0.2870000,0,820.0000000,3.4298200,3.4298200,0,4.8452100,0.4049520,0.4049520,0,579.1070000,,,,1366.0000000,,,,9.8916000,0.006,0.006,0,254.4390000,2.3270000,2.3270000,0,6311.5000000,192.6000000,192.6000000,0,4.1700000,0.1600000,0.1600000,0,1.6100000,0.0800000,0.0800000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
1998.01,429295277,,12h17m02.21s,184.2592180,-51d04m30.55s,-51.0751530,18.2240000,0.057,0.057,0,-25.9070000,0.041,0.041,0,2458572.2078600,0.003990,0.003990,0,1.1083300,0.0003200,0.0003200,0,2.2880000,0.3390000,0.3390000,0,1060.0000000,1.7515500,1.7515500,0,4.5827400,0.2861780,0.2861780,0,4415.2300000,,,,2270.0000000,,,,10.1860000,0.006,0.006,0,218.4380000,2.1310000,2.1310000,0,5972.0000000,208.3000000,208.3000000,0,4.0800000,0.1700000,0.1700000,0,1.4000000,0.0600000,0.0600000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
1999.01,447206604,,10h27m58.83s,156.9951080,-48d25m42.77s,-48.4285470,11.3000000,2.100,2.100,0,6.1000000,1.900,1.900,0,2458547.3297600,0.000510,0.000510,0,7.2137000,0.0001600,0.0001600,0,2.3190000,0.0950000,0.0950000,0,8740.0000000,1176.6800000,1176.6800000,0,19.9103000,,,0,271.2610000,,,,,,,,10.4109000,0.006,0.006,0,183.6910000,,,0,5843.0000000,32.0000000,32.0000000,0,4.3300000,2.0000000,2.0000000,0,1.1600000,,,0,2020-06-17 20:08:08,2020-06-18 12:00:35
200.01,410214986,CP,23h39m39.71s,354.9154670,-69d11m45.75s,-69.1960430,79.4640000,0.074,0.074,0,-67.4400000,0.045,0.045,0,2459040.3334710,0.000666,0.000666,0,8.1371200,0.0005900,0.0005900,0,3.0520000,0.9140000,0.9140000,0,3576.0000000,9.7773200,9.7773200,0,6.4899600,0.5819990,0.5819990,0,83.9514000,,,,843.0000000,,,,7.8541000,0.006,0.006,0,44.0622000,0.0692000,0.0692000,0,5414.0000000,161.0000000,161.0000000,0,4.4380000,,,0,0.9500000,0.0700000,0.0700000,0,2018-11-09 21:01:14,2020-09-18 16:00:01
2000.01,371188886,,09h45m35.3s,146.3970630,-66d41m11.87s,-66.6866310,-73.3230000,0.045,0.045,0,12.5780000,0.049,0.049,0,2458553.3123000,0.001100,0.001100,0,9.1275800,0.0004200,0.0004200,0,3.4620000,0.2880000,0.2880000,0,4260.0000000,1.0381100,1.0381100,0,7.9258600,0.4224440,0.4224440,0,99.1613000,,,,879.0000000,,,,10.3579000,0.006,0.006,0,175.7130000,0.7570000,0.7570000,0,5400.0000000,283.3000000,283.3000000,0,4.4300000,0.3100000,0.3100000,0,1.1800000,0.0600000,0.0600000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
2001.01,118084044,,08h32m43.53s,128.1813550,-58d34m31.84s,-58.5755110,-2.2610000,0.128,0.128,0,3.2110000,0.115,0.115,0,2458520.8699800,0.002980,0.002980,0,2.7437200,0.0001800,0.0001800,0,1.1830000,0.1730000,0.1730000,0,1280.0000000,2.8277400,2.8277400,0,15.0976000,0.9689290,0.9689290,0,520.0480000,,,,1330.0000000,,,,8.9578000,0.006,0.006,0,500.0270000,15.6525000,15.6525000,0,7896.3000000,247.0000000,247.0000000,0,3.6000000,0.5200000,0.5200000,0,3.9600000,0.1700000,0.1700000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
2002.01,356453768,FP,08h56m45.65s,134.1902030,-61d22m17.26s,-61.3714610,-70.2400000,0.051,0.051,0,0.7300000,0.051,0.051,0,2458546.0027600,0.001990,0.001990,0,2.3331700,0.0001600,0.0001600,0,3.1800000,0.1370000,0.1370000,0,2620.0000000,348.7600000,348.7600000,0,14.8753000,3.2626500,3.2626500,0,12603.0000000,,,,2951.0000000,,,,10.4879000,0.006,0.006,0,296.1790000,2.3585000,2.3585000,0,5986.5000000,131.0000000,131.0000000,0,4.3200000,0.4400000,0.4400000,0,1.5600000,0.0700000,0.0700000,0,2020-06-17 20:08:08,2020-07-04 12:00:29
2003.01,58463434,,13h26m06.51s,201.5271270,-27d24m45.22s,-27.4125600,-11.9570000,0.167,0.167,0,-11.2020000,0.148,0.148,0,2458579.3653200,0.001280,0.001280,0,,,,0,3.5290000,0.1900000,0.1900000,0,3860.0000000,1.3836000,1.3836000,0,15.7171000,0.9123230,0.9123230,0,194.6560000,,,,1040.0000000,,,,9.6569000,0.011,0.011,0,379.9720000,12.5925000,12.5925000,0,7043.2000000,177.4000000,177.4000000,0,3.9800000,0.1600000,0.1600000,0,2.4600000,0.1300000,0.1300000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
2004.01,439610306,,09h33m52.07s,143.4669500,-55d10m32.75s,-55.1757630,-12.1670000,0.048,0.048,0,3.7270000,0.049,0.049,0,2458545.2656500,0.012110,0.012110,0,1.7998800,0.0005600,0.0005600,0,3.5180000,0.5640000,0.5640000,0,180.0000000,0.4525510,0.4525510,0,3.3219700,0.2259570,0.2259570,0,6540.6800000,,,,2505.0000000,,,,9.0607000,0.006,0.006,0,258.8850000,1.9515000,1.9515000,0,6136.9000000,97.0000000,97.0000000,0,3.8500000,0.4200000,0.4200000,0,2.4600000,0.1000000,0.1000000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
2005.01,147660886,,10h56m07.6s,164.0316540,-43d22m36.11s,-43.3766970,-25.2510000,0.051,0.051,0,8.2080000,0.050,0.050,0,2458549.8338300,0.001310,0.001310,0,17.3071400,0.0016900,0.0016900,0,4.1380000,0.1970000,0.1970000,0,2900.0000000,1.2420000,1.2420000,0,12.2024000,0.5379130,0.5379130,0,110.9560000,,,,904.0000000,,,,9.4916000,0.006,0.006,0,328.4750000,3.6670000,3.6670000,0,6995.5000000,239.3000000,239.3000000,0,4.1000000,0.4600000,0.4600000,0,2.2300000,0.0800000,0.0800000,0,2020-06-17 20:08:08,2020-06-18 12:00:35
2006.01,41173048,,06h04m53.92s,91.2246500,-69d21m37.16s,-69.3603220,8.2460000,0.050,0.050,0,22.0490000,0.052,0.052,0,2458328.7477900,0.008780,0.008780,0,6.4091600,0.0005200,0.0005200,0,2.7370000,1.8150000,1.8150000,0,280.0000000,7.6076900,7.6076900,0,14.9471000,,,0,228.1980000,,,,1082.0000000,,,,9.2225000,0.006,0.006,0,485.2570000,6.2485000,6.2485000,0,4650.0000000,84.7000000,84.7000000,0,2.5400000,0.1400000,0.1400000,0,8.3000000,,,0,2020-06-17 20:08:08,2020-06-18 12:00:35
2007.01,219466784,,13h59m26.02s,209.8584150,+74d09m04.42s,74.1512280,64.2300000,0.066,0.066,0,-63.3740000,0.052,0.052,0,2458872.6899100,0.010846,0.010846,0,,,,0,9.1654070,0.8202280,0.8202280,0,912.2762920,100.2056960,100.2056960,0,3.1563900,0.3318370,0.3318370,0,1.4952400,,,,282.0314030,,,,10.1990000,0.006,0.006,0,115.4090000,0.3890000,0.3890000,0,5249.0000000,124.6290000,124.6290000,0,4.4868200,0.0820140,0.0820140,0,0.8954080,0.0510960,0.0510960,0,2020-06-17 20:19:42,2020-06-18 12:00:35
2008.01,70887357,,04h15m25.83s,63.8576320,-16d54m07.72s,-16.9021440,47.5510000,0.054,0.054,0,-30.7470000,0.053,0.053,0,2458454.3367300,0.004275,0.004275,0,,,,0,7.3138020,0.2715510,0.2715510,0,1537.2374890,81.9553400,81.9553400,0,10.0319320,1.3136050,1.3136050,0,370.1564090,,,,1118.7062590,,,,8.6480700,0.006,0.006,0,139.2120000,0.7375000,0.7375000,0,5463.0000000,186.0000000,186.0000000,0,3.7777800,0.2817270,0.2817270,0,2.0908300,0.2648620,0.2648620,0,2020-06-17 20:19:42,2020-06-18 12:00:35
2009.01,243187830,,01h07m37.99s,16.9082920,+22d57m10.32s,22.9528680,103.0700000,0.111,0.111,0,-490.3150000,0.107,0.107,0,2458783.7727190,0.002329,0.002329,0,,,,0,2.5728860,0.3248230,0.3248230,0,630.7244430,66.5562300,66.5562300,0,1.7343820,1.3612800,1.3612800,0,19.3338170,,,,534.8095460,,,,7.3551000,0.006,0.006,0,20.5272000,0.0294000,0.0294000,0,4755.3300000,99.5630000,99.5630000,0,4.6268300,0.0808480,0.0808480,0,0.7014990,0.0400750,0.0400750,0,2020-06-17 20:19:42,2020-06-18 12:00:35
201.01,350618622,,05h49m36.43s,87.4017820,-54d54m37.52s,-54.9104230,7.7310000,0.052,0.052,0,66.4480000,0.058,0.058,0,2458376.0521240,0.000517,0.000517,0,52.9783060,0.0003710,0.0003710,0,4.8122410,0.0330260,0.0330260,0,6282.3964840,53.4486120,53.4486120,0,12.6751460,1.2718620,1.2718620,0,30.4198780,,,,598.9744260,,,,8.5822000,0.006,0.006,0,113.8250000,0.3460000,0.3460000,0,6461.7998050,83.0000000,83.0000000,0,4.3500000,0.1600000,0.1600000,0,1.4785600,0.1479130,0.1479130,0,2018-10-22 18:35:38,2019-12-17 10:00:02
201.02,350618622,,05h49m36.43s,87.4017820,-54d54m37.52s,-54.9104230,7.7310000,0.052,0.052,0,66.4480000,0.058,0.058,0,2458327.2441940,0.002937,0.002937,0,5.8491730,0.0000980,0.0000980,0,3.5435610,0.2653750,0.2653750,0,117.9176570,11.8923820,11.8923820,0,1.7644480,0.3781260,0.3781260,0,574.3264840,,,,1248.5601240,,,,8.5822000,0.006,0.006,0,113.8250000,0.3460000,0.3460000,0,6461.8000000,83.0000000,83.0000000,0,4.3500000,0.1600000,0.1600000,0,1.4785600,0.1479130,0.1479130,0,2020-03-03 16:35:02,2020-03-11 16:00:02
2010.01,26547036,,19h28m40.07s,292.1669420,+53d29m14.53s,53.4873690,40.5190000,0.067,0.067,0,11.1060000,0.066,0.066,0,2458712.3050230,0.006372,0.006372,0,,,,0,8.0694550,0.7419840,0.7419840,0,476.8743090,62.3946340,62.3946340,0,2.3688390,0.9440650,0.9440650,0,63.3658830,,,,719.5875180,,,,9.2669300,0.006,0.006,0,109.1900000,0.3210000,0.3210000,0,5842.0000000,129.2280000,129.2280000,0,4.3992900,0.0793100,0.0793100,0,1.0735200,0.0529400,0.0529400,0,2020-06-17 20:19:42,2020-06-18 12:00:35
2011.01,136916387,KP,15h21m45.63s,230.4401150,-48d19m07.74s,-48.3188170,-1624.0500000,0.169,0.169,0,-276.0240000,0.133,0.133,0,2458631.7511000,0.001432,0.001432,0,,,,0,3.0332250,0.2510440,0.2510440,0,381.3811140,24.8242680,24.8242680,0,1.8276650,0.5673480,0.5673480,0,41.4371030,,,,647.0935860,,,,5.0494000,0.006,0.006,0,14.6820000,0.0198500,0.0198500,0,5739.0000000,25.0000000,25.0000000,0,4.5100000,0.0280000,0.0280000,0,0.9039730,0.0433080,0.0433080,0,2020-06-17 20:50:03,2020-06-17 16:00:02
2012.01,138294130,KP,15h19m57.89s,229.9912200,+36d13m46.36s,36.2295450,-21.6610000,0.035,0.035,0,-24.2500000,0.058,0.058,0,2458955.9171170,0.000581,0.000581,0,3.0565260,0.0001130,0.0001130,0,4.2437500,0.0462340,0.0462340,0,8416.1100760,87.3561550,87.3561550,0,14.8372740,0.7072600,0.7072600,0,1616.9032940,,,,1617.3006500,,,,10.6506000,0.006,0.006,0,320.4510000,2.8270000,2.8270000,0,5981.0000000,117.3000000,117.3000000,0,4.0700000,0.0800000,0.0800000,0,1.5987400,0.0734920,0.0734920,0,2020-06-19 06:00:39,2020-06-19 16:00:01
2013.01,188589164,,15h58m18.62s,239.5775680,+35d24m29.21s,35.4081140,-143.2770000,0.066,0.066,0,318.2190000,0.082,0.082,0,2458956.3963220,0.001354,0.001354,0,2.6162770,0.0001130,0.0001130,0,1.1348930,0.3921930,0.3921930,0,1120.6014180,90.0194850,90.0194850,0,1.0972870,1.1053860,1.1053860,0,19.1060130,,,,533.2271640,,,,10.2705000,0.007,0.007,0,15.8095000,0.0095500,0.0095500,0,3352.0000000,157.0000000,157.0000000,0,4.8984000,0.0027680,0.0027680,0,0.3256350,0.0097180,0.0097180,0,2020-06-19 06:00:39,2020-09-23 10:00:01
2014.01,198588220,KP,17h06m26.57s,256.6107280,+44d46m36.79s,44.7768850,9.4360000,0.042,0.042,0,-18.1850000,0.046,0.046,0,2458958.0801580,0.000381,0.000381,0,4.8101420,0.0000430,0.0000430,0,7.0545720,0.0287610,0.0287610,0,7451.2127080,55.3102300,55.3102300,0,23.7204620,1.0567240,1.0567240,0,2884.5540890,,,,1869.1296270,,,,9.6333100,0.006,0.006,0,371.6860000,3.5300000,3.5300000,0,6417.0000000,122.6000000,122.6000000,0,3.7000000,0.0900000,0.0900000,0,2.6481000,0.1172030,0.1172030,0,2020-06-19 06:00:39,2020-09-11 16:00:01
2015.01,368287008,,15h28m31.84s,232.1326530,+27d21m39.86s,27.3610730,-56.1660000,0.066,0.066,0,63.9660000,0.067,0.067,0,2458956.0333660,0.001310,0.001310,0,3.3458900,0.0003080,0.0003080,0,0.9752140,0.1433230,0.1433230,0,9753.0197850,734.5950300,734.5950300,0,3.3785140,0.3954270,0.3954270,0,11.7008910,,,,471.7093470,,,,12.8387000,0.007,0.007,0,47.3444000,0.1129500,0.1129500,0,3223.0000000,157.0000000,157.0000000,0,4.8999300,0.0029440,0.0029440,0,0.3241550,0.0096640,0.0096640,0,2020-06-19 06:00:39,2020-06-20 12:00:53
2016.01,219508169,,16h27m11.34s,246.7972670,+42d41m15.96s,42.6877670,-43.3040000,0.043,0.043,0,68.6960000,0.058,0.058,0,2458957.6176670,0.002447,0.002447,0,6.8175130,0.0006070,0.0006070,0,2.8495530,0.2801830,0.2801830,0,1428.6615080,106.9351350,106.9351350,0,3.2643540,0.7680490,0.7680490,0,99.1738420,,,,804.8575730,,,,10.4080000,0.006,0.006,0,115.8340000,0.3520000,0.3520000,0,5175.0000000,128.9000000,128.9000000,0,4.5400000,0.0900000,0.0900000,0,0.8371980,0.0511760,0.0511760,0,2020-09-11 18:37:11,2020-09-24 12:00:32
2016.02,219508169,,16h27m11.34s,246.7972670,+42d41m15.96s,42.6877670,-43.3040000,0.043,0.043,0,68.6960000,0.058,0.058,0,2458957.7486020,0.001670,0.001670,0,2.4589670,0.0001570,0.0001570,0,1.9583540,0.1925090,0.1925090,0,1076.4050670,72.1652700,72.1652700,0,2.9716020,0.5169050,0.5169050,0,386.2734190,,,,1130.6897510,,,,10.4080000,0.006,0.006,0,115.8340000,0.3520000,0.3520000,0,5175.0000000,128.9000000,128.9000000,0,4.5400000,0.0900000,0.0900000,0,0.8371980,0.0511760,0.0511760,0,2020-06-19 06:00:39,2020-09-11 16:00:01
2017.01,357416482,FP,15h15m47.96s,228.9498190,+27d21m42.52s,27.3618100,-52.4390000,0.071,0.071,0,9.6470000,0.057,0.057,0,2458955.9086500,0.000182,0.000182,0,5.4983030,0.0000720,0.0000720,0,2.2689020,0.0104270,0.0104270,0,12002.6938250,81.7457600,81.7457600,0,16.8873960,0.0839740,0.0839740,0,479.3633290,,,,1193.3997750,,,,8.2057000,0.006,0.006,0,115.6050000,,,0,6362.6000000,,,0,,,,0,1.3387400,,,0,2020-06-19 06:00:39,2020-06-30 12:00:23
